1.041981 1.011128 1.00032 1.030332 1.007371
1.034258 1.014448 1.046273 0.9987272 0.993735
0.9826858 1.021034 0.9946995 0.963377 0.9913058
1.014799 1.005153 0.9957635 1.004099 0.9702904
0.007426838 0.01539989 -0.0005607749 0.003281857 0.01619636
-0.001883472 0.0213362 0.001562838 0.003973455 0.004325002
-0.02277598 -0.00659285 -0.004439052 0.007285527 -0.001032935
0.0132633 -0.01242975 -0.01175575 -0.01027425 0.002996475
0.002580238 -0.009099428 0.02266481 -0.001046189 0.005139225
0.0131357 0.01878736 0.01123366 -0.01144636 -0.01229869
-0.007335261 0.006796457 0.009184969 -0.01305059 -0.02430255
0.008319604 -0.001820107 -0.006411699 0.007142892 -0.02192501
0.002625809 -0.001013533 -0.006969012 0.006483868 -0.01546599
-0.008054094 0.0004626123 -0.003797016 0.01593749 0.008024628
0.009889636 0.002248338 0.0002508354 -0.007931587 -0.00287933
-0.001494106 0.009864207 0.01086004 0.01079255 -0.01148381
0.01215944 -0.0006227113 -0.01268535 0.001401411 -0.007260231
0.002049957 -0.008175894 0.02492812 0.003720739 0.01515272
0.009862723 0.01044949 0.007256307 0.005155168 0.005048196
-0.009978496 0.01650398 0.01402335 -0.002456327 -0.01268219
0.02551979 0.01203107 0.005599036 -0.001568797 -0.0006788052
0.01673465 0.01714313 -0.005757045 0.005303718 -0.006848234
0.003348175 0.006047634 0.004967862 0.00169164 -0.002356401
0.01697037 -0.005853035 0.004301688 0.01260431 0.007544154
0.008733257 0.005062696 0.003072391 0.004994541 -0.006561067
0.0001730258 -0.001278251 0.01008687 0.008731429 0.00675247
0.003737257 0.003763707 -0.005535536 -0.0162615 0.01383097
0.003867493 -0.000937047 0.009442764 0.01073023 0.0008977561
0.01931908 -0.02316812 -0.003373705 0.02644582 -0.004238226
0.004731054 -0.01053357 0.003062206 -0.006027528 -0.0144264
-0.003844343 0.007567814 -0.01819038 -0.001736631 -0.01213681
0.004087634 -0.003012468 0.002608108 0.00205912 -0.001533548
0.01062411 -0.01062031 0.002733158 0.0011794 -0.008258658
0.00857635 0.004358565 -0.007751441 -0.005470464 0.01923433
-0.009488136 0.01326163 -0.006718465 -0.009768937 -0.007043802
-0.02787266 0.002738249 -0.002124772 -0.006608625 0.01092791
-0.005886813 -0.002349223 -0.01788095 0.01348928 0.009011805
-0.0005705225 -0.007772888 -0.02403214 -0.02008947 0.0149998
-0.01698438 0.02105961 -0.0003905387 0.003181195 0.007958388
0.005838758 -0.00586415 0.001660887 0.001750271 0.001092317
-0.006645336 0.006597842 -0.004007128 0.007363518 0.002047468
0.003391054 -0.01529832 0.003513275 0.01576186 0.009264199
0.01618833 0.009956567 0.008215453 -0.0101396 -0.002720893
-0.00641649 -0.0153724 -0.00319191 0.007949775 0.01817019
