"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11"
0.921431525453673 -0.00530000912454112 0.00885732116782412 0.00124707508054465 -0.00176154269414403 0.00168340570357022 0.00385599116931323 0.00578889347152644 0.00374925823177887 0.0104994830791004 -0.00957753622451205
0.952691732447526 -0.0154653992077379 0.00929210646110536 0.00500160443805996 -0.00710626933877579 0.00135814248361285 0.000372343725284014 -0.0208174269187347 -0.00635565791795929 0.00531929361195625 0.0103680403050475
0.917123512886292 0.000648190454481517 -0.00760264253254959 -0.0192768204893317 0.00718803622673889 -0.00564759334662264 0.00409145608838991 -0.00404147581749502 0.00642320381902322 -0.00210221704670113 0.0212263268631891
0.903669197673445 0.00454168327049884 -0.00664436767348481 -0.013766453227151 0.0155782727881496 -0.00060183431923496 -0.00751276795054688 -0.00342182924404479 0.0137779429332157 -0.000237771788540675 -0.00610582954280016
0.898296123713987 0.00953759879926656 -0.00631985107592224 -0.00362094583101629 -0.00306258422981235 -0.00872020505263975 0.000974140913881646 0.00358176653817235 -0.0303561846409871 -0.000605134117079286 -0.00505652221847622
1.03957203224816 0.0034513535019427 -0.0174591541667798 0.00844995212047289 -0.00119839960002802 -0.0233159247493188 -0.00350190367194132 0.00322062830751769 0.0136817177816625 0.000767162433535563 -0.000533047084482311
0.999619630662238 -0.0136497867938165 0.00570466734867219 0.00597817192664886 0.00753845592653282 0.00749556004543248 -0.00984717757996491 -0.00782976538918806 0.0196436604042809 -0.00673722248925563 -0.00948339954985791
0.980176681576487 -0.0223785271410765 -0.00963813262594192 0.00340972725984268 -0.0123538069966624 0.0159210009301001 -0.0143440825855582 -0.00113802802067746 0.0016154190531675 -0.0025688882508146 0.00525025531932673
1.07749928376276 -8.68812402007468e-05 0.00132664852523957 -0.0036056961431749 -0.0121867532598407 0.0060045787329483 0.0141974425137969 0.00964353875545066 -0.0176631579184974 0.00102616210668584 -0.00562565595906075
0.983722899805258 -0.00701392644309421 -0.00421349033184993 0.00636545080711008 -0.00704842494732508 -0.00723642055498113 0.0111163452942425 0.00360879792268873 -0.010786930612459 -0.00817035661387226 0.00159865158533038
0.966224347692193 0.00438634798426774 0.00362203667103524 0.00433932934112702 0.00104868182225713 0.0078754090302611 -0.00791056232955143 -0.0126302251671595 0.00677147352434458 0.00981280118050765 0.00864531236837077
0.982879653288311 -0.00380500379928324 -0.00293268031688548 0.00211350290629262 -3.08730275265159e-05 0.00774831519746928 0.00187125623657469 0.00762679942032267 -0.000245110773591772 0.00140576297331543 -0.025476390072056
1.02171232939648 -0.0080281184901056 0.00477516255662851 -0.00179576832023808 -0.00973297267015238 -0.00180762686990874 -0.00648824995199266 0.00670053946521327 -0.0165772205791429 0.0133867291410698 -0.00672084545326089
0.99543312001259 0.00216231042259061 0.00265181111597995 -0.00521214172128304 0.0047001860590523 0.0125164169857459 0.000472895234823072 0.00335893587601994 -0.000765533080554702 0.0052652409416315 0.0151202704290818
0.989158969717711 0.0151139226092319 -0.00137657132621989 0.00751716399521467 0.000567927007894866 0.00924883092921088 -0.0107823313379292 -0.0268707754804834 -0.00872018673379137 -0.0146507669203069 0.0230798539115144
1.11980007941827 0.0148429763839288 0.00530524899181796 0.00811544595130442 0.00572508301054169 -0.0150704392091941 -0.000467010425247624 0.00318890050058209 0.00255077267244318 0.00779111136048834 -0.00264818916749247
0.93618739841786 0.0219561244292919 0.00190995885097822 -0.0250777266722646 -0.00767458658627864 0.00241545540622843 0.00271735757511404 -0.0116691644370813 0.00332874996371968 0.00456455378030802 0.0038987757120351
